"You went to the library yesterday, (   ) you? I saw you on my way home.
1 aren't  2 weren't  3 don't  4 didn't",4 didn't
"A:The radio is too loud. Turn it (   ) a little, Bill.
B: OK,Mom.
1 up  2 down  3 out  4 in",2 down
"The girl (   ) tennis over there is my sister, Ann.
1 play  2 to play  3 played  4 playing",4 playing
"This camera (   ) by my brother was expensive.
1 break  2 to break  3 broken  4 breaking",3 broken
"向こうで走っている少年は私の弟です。
( is / there / running / boy / the / over ) my brother.",The boy running over there is my brother.
"残念ですが明日は雨です。
( it / rainy / I'm / be / afraid / will ) tomorrow.",I'm afraid it will be rainy tomorrow.
"(   ) quiet, please. A baby is sleeping in the next room.
1 Be  2 Do  3 For  4 Don't",1 Be
"When I went to the restaurant, it was closed. A (       ) on the door said it would open again tomorrow.  
1 couple  2 hill  3 sign  4 goal",3 sign
"Bill and Tom (       ) hands when they met for the first time.  
1 sold  2 reached  3 called  4 shook",4 shook
"東京からロンドンまで飛行機でどれくらいかかりますか。
How ( take / it / long / does / fly / to ) from Tokyo to London?",How long does it take to fly from Tokyo to London?
"駅まであなたのバッグを持ちましょうか。
( I / to / bag / your / carry / shall ) the station?",Shall I carry your bag to the station?
"She was happy to get the present.
The present (   ) (   ) happy. （ほぼ同じ内容を表すように）",The present made her happy.
生徒たち一人一人が自分の机をきれいにしておかなければなりません。,Each of the students has to keep his [ her ] desk clean.
( Kumi / were / to / we / the concert / by / invited ) yesterday.,We were invited to the concert by Kumi yesterday.
英語に興味を持っている日本人は多い。,A lot of Japanese are interested in English.
"Let's have lunch together.
(   ) (   ) eat lunch together? （ほぼ同じ内容を表すように）",Shall we eat lunch together?
"宿題を忘れてはいけません。
You (   ) (   ) forget your homewirk.",You must not forget your homework.
"急ぎなさい。さもないとその電車に遅れますよ。
Hurry up, (   ) you will (   ) the train.","Hurry up, or you will miss the train."
"いずれかの(   )の中に1か所誤りがあります。誤りを直しなさい。
Each of ( them ) (have ) two ( children ).",Each of them has two children.
"いずれかの(   )の中に1か所誤りがあります。誤りを直しなさい。
I have ( two dogs ). ( One ) is white and ( cute ), ( other ) is black and white.","I have two dogs. One is white and cute, the other is black and white."
"I lost my watch. I will go to the department store to buy a new (   ).
1 it  2 this  3 one  4 that",3 one
"いずれかの（　　）の中に1か所誤りがあります。誤りを直しなさい。
( Visiting ) (a lot of ) foreign countries ( are ) ( interesting ) for Japanese students.",Visiting a lot of  foreign countries is  interesting  for Japanese students.
"いずれかの(   )の中に1か所誤りがあります。誤りを直しなさい。
If you stop ( to worry ) ( so much ) (about money), ( you can enjoy ) your life.","If you stop worrying so much about money,  you can enjoy your life."
"僕は歴史よりも数学に興味がある。
I am more (   ) in math (   ) in history.",I am more interested in math than in history.
"私たちの学校はあなたの学校の3倍の生徒がいます。
( as / as / has / many / three times / yours / students / our school ).",Our school has three times as many students as yours.
毎朝、朝食をとることよりも私たちの健康のために大切なことはありません。,"Nothing is more important for our health than having [ eating ] breakfast every morning.
Nothing is as important for our health as having [ eating ] breakfast every morning."
"I think there (   ) water in that bottle.
1 is any  2 is some  3 are a lot of  4 are much",2 is some
Could you ( to / me / cold / something / drink / give )?,Could you give me something to drink?
"鎌倉に行くのにいくらかかりますか。
( it / does / to / how / Kamakura / to / cost / much / go )?",How much does it cost to go to Kamakura?
"You don't think Tom is right, (   ) ?
1 do you  2 don't you  3 is he  4 isn't he",1 do you
"Akiko's American friends came to Japan.  She ( Japanese / took / them / to / restaurants), and they ate Japanese food for the first time.","She took them to Japanese restaurants, and they ate Japanese food for the first time."
"A: She should stay home because she is very tired.
B: That will help her (   ).
1 reform  2 recover  3 increase  4 develop",2 recover
"My computer seems to be broken, so I have to go to the computer shop to have it (     ) .
1 check  2 checked  3 be checked  4 checking",2 checked
"A: Yuki and I traveled to America.
B: So (   ) I.  Did you go to New York?
1 am  2 was  3 do  4 did",4 did
"A: If I (   ) you, I'd try to get a job at another company.
B: To tell the truth, I'm looking for a new job now.
1 be  2 am  3 are  4 were",4 were
Yukio went to Shanghai with his family last month.  He ( visit / to / China / for / had wanted ) a long time.,He had wanted to visit China for a long time.
"Yesterday was Akira’s farewell party.  He (  in America /  had  / for  / lived  / three years
    ) as an exchange student.",He had lived in America for three years as an exchange student.
"I always take a (   ) breath before talking to Mr. Henderson.
1 heavy  2 wide  3 deep  4 thick",3 deep
"A: May I ask a (   ) of you, Mr. Johnson?
B: Sure. What can I do for you?
1 guide  2 favor  3 help  4 advice",2 favor
"A: I've had a toothache since yesterday.
B:That's too bad.  Why don't you (   ) a dentist?
1 see  2 go  3 watch  4 look",1 see
"A: You look sleepy.  Why?
B: I had to finish my homework, so I stayed (   ) late last night.
1 over  2 on  3 off  4 up",4 up
Masako went downtown to shop last Sunday. She ( from / across /  old friend / her / came )high school there.,She came across her old friend from high school there.
Yuki went to America when she was three.  She came ( back / of / the age / at / to Japan ) fifteen.,She came back to Japan at the age of fifteen.
"A: Do you know the meaning of this word?
B: No. I'll have to look (   ) in the dictionary.
1 down  2 up  3 back  4 on",2 up
"A: I’d rather take a bus than a taxi to the station. How much do you think it costs?    
B: I think the (     ) is 300 yen.
1 fare  2 payment  3 money  4 fee",1 fare
"Welcome to Scotland. My name is George, and I ‘ll (  be  / today’s  / on  
/ bus / your guide ) tour.","My name is George, and I'll  be your guide  on today’s bus tour."
"A: Mikio, remember to  (     ) an eye on your bags while you’re in America. 
B: I’ll be sure to do so, Kaoru. Thank you.
1 put  2 make  3 keep  4 take",3 keep
"A: I feel like (     ) my uncle in Kyoto as we haven’t met for several years.   
B: Let’s go next month.  We’ll be able to see the beautiful autumn leaves there, too.
1 visit  2 to visit 3 visiting  4 visited",3 visiting
"Wally decided that he should (   ) some of his old clothes. He gave the good ones to charity and threw the others away.
1 get rid of  2 call out for  3 look up to  4 drop in on",1 get rid of
"A: How (   ) did a bird get inside the house?
B: Emma left a window open and it flew inside.
1 at once  2 in hand  3 of value  4 on earth",4 on earth
"Jason has had to get up at six o'clock every morning since he started his new job. At first, he found it hard, but now he is (   ) waking up early.
1 full of  2 used to  3 built on  4 wrong about",2 used to
"A: Shopping online is so convenient, don't you think?
B: It can be. I sometimes buy books on the Internet, but I don't like shopping for clothes online. ( try / I / on / new / like to ) clothes before I buy them.",I like to try on new clothes before I buy them.
"While the singer is not famous in her home country, she is (   ) many people in other countries. She has many concerts overseas.
1 seen as  2 looked after  3 known to  4 thought of",3 known to
"A: I don't think I can win my badminton match tomorrow, Jan.
B: You should (   ) yourself more, Darcy. If you think you can do it, I'm sure you'll be able to.
1 complain of  2 believe in  3 decide on  4 appeal to",2 believe in
"Ron did not know if he wanted to go to Hander College or Shay College. In the (   ), he chose to go to Hander College because it was cheaper.
1 front  2 air  3 end 4 time",3 end
"A: Jeff, I'm really worried (   ) Ellen.
B: Me, too. She hasn't come to school for a week.
1 in  2 after  3 about  4 of",3 about
"A: I've been standing for hours. Can I have a seat for a little (     )?   
B: Why not? Please be seated.
1 period  2 while 3 length  4 span",2 while
"Yumiko had been sick (   ) bed for a week, but she got well yesterday.
1 from  2 at  3 in  4 on",3 in
"Our company is still not making money, but we believe that in the long (   ) it will do well.
1 order  2 end  3 race  4 run",4 run
"Welcome to the Best Eastern Hotel !  Instead of searching for restaurants out in the cold, ( don't / why / dinner / you / have ) at our hotel restaurant.","Instead of searching for restaurants out in the cold, why don't you have dinner at our hotel restaurant."
"Keiko’s sister has been traveling in Europe. She ( has  / lots of  / to  
/ bring back / good memories    ) to Japan.",She has lots of good memories to bring back to Japan.
